时间,负荷值
8109,266.46
8110,241.551
8111,225.243
8112,226.122
8113,231.977
8114,227.831
8115,228.549
8116,226.335
8117,225.689
8118,220.959
8119,240.56
8120,246.843
8121,257.526
8122,286.189
8123,264.018
8124,294.556
8125,272.078
8126,266.694
8127,284.026
8128,290.335
8129,300.986
8130,306.403
8131,296.977
8132,280.331
8133,266.683
8134,251.118
8135,223.997
8136,219.227
8137,235.901
8138,237.197
8139,230.774
8140,223.883
8141,243.602
8142,241.342
8143,254.658
8144,250.768
8145,270.588
8146,299.261
8147,303.09
8148,318.496
8149,299.142
8150,296.634
8151,322.282
8152,328.034
8153,336.147
8154,315.367
8155,299.147
8156,292.93
8157,286.785
8158,269.077
8159,248.236
8160,243.743
8161,241.328
8162,240.831
8163,238.724
8164,243.631
8165,243.6
8166,236.367
8167,242.216
8168,252.244
8169,280.383
8170,281.071
8171,250.369
8172,239.733
8173,221.596
8174,237.757
8175,270.634
8176,281.64
8177,302.595
8178,325.335
8179,317.723
8180,301.526
8181,284.868
8182,257.089
8183,249.587
8184,239.739
8185,238.371
8186,236.875
8187,226.686
8188,230.119
8189,223.821
8190,232.921
8191,227.169
8192,251.367
8193,272.145
8194,281.775
8195,231.056
8196,233.056
8197,217.205
8198,234.406
8199,253.683
8200,266.908
8201,291.932
8202,316.503
8203,307.027
8204,295.311
8205,281.221
8206,272.284
8207,242.638
8208,227.159
8209,232.269
8210,226.179
8211,227.886
8212,223.843
8213,222.7
8214,223.924
8215,222.337
8216,236.269
8217,260.477
8218,265.409
8219,281.3
8220,275.334
8221,241.016
8222,250.843
8223,267.136
8224,260.037
8225,277.547
8226,306.907
8227,308.206
8228,294.873
8229,277.296
8230,264.726
8231,246.721
8232,235.152
8233,238.315
8234,233.705
8235,226.822
8236,223.239
8237,223.656
8238,232.063
8239,235.829
8240,247.329
8241,266.4
8242,269.464
8243,256.901
8244,237.428
8245,229.829
8246,228.629
8247,249.842
8248,280.417
8249,294.022
8250,307.839
8251,307.956
8252,298.021
8253,289.562
8254,274.325
8255,253.824
8256,233.432
8257,233.075
8258,238.238
8259,227.601
8260,226.899
8261,227.1
8262,231.459
8263,244.02
8264,252.379
8265,274.102
8266,313.124
8267,294.7
8268,312.28
8269,287.019
8270,286.595
8271,311.839
8272,308.701
8273,320.19
8274,320.674
8275,318.609
8276,287.748
8277,292.806
8278,280.447
8279,249.932
8280,248.898
8281,261.831
8282,247.497
8283,240.708
8284,222.868
8285,214.858
8286,228.725
8287,252.281
8288,250.347
8289,281.553
8290,275.116
8291,240.237
8292,230.997
8293,210.47
8294,211.096
8295,237.554
8296,261.083
8297,283.608
8298,323.978
8299,329.554
8300,288.075
8301,285.634
8302,272.801
8303,243.39
8304,229.564
8305,246.624
8306,232.088
8307,239.179
8308,236.13
8309,238.08
8310,243.767
8311,243.176
8312,270.952
8313,277.77
8314,289.994
8315,275.606
8316,250.741
8317,241.342
8318,241.772
8319,259.16
8320,273.115
8321,299.939
8322,322.166
8323,318.671
8324,319.485
8325,289.434
8326,269.879
8327,240.129
8328,215.381
8329,241.92
8330,235.725
8331,228.707
8332,224.081
8333,222.608
8334,224.233
8335,242.031
8336,259.759
8337,270.672
8338,269.502
8339,242.55
8340,233.343
8341,207.282
8342,205.311
8343,234.082
8344,261.392
8345,277.505
8346,311.477
8347,322.205
8348,302.61
8349,301.505
8350,291.832
8351,248.075
8352,245.452
8353,247.475
8354,231.363
8355,231.701
8356,232.208
8357,228.582
8358,243.989
8359,251.261
8360,258.214
8361,287.559
8362,296.509
8363,254.451
8364,286.291
8365,262.963
8366,247.366
8367,273.349
8368,274.651
8369,278.152
8370,297.759
8371,303.285
8372,268.369
8373,291.384
8374,287.194
8375,251.432
8376,242.583
8377,257.569
8378,251.644
8379,214.468
8380,216.627
8381,211.558
8382,213.189
8383,230.313
8384,229.53
8385,258.922
8386,250.717
8387,229.963
8388,215.128
8389,194.533
8390,194.609
8391,218.392
8392,237.465
8393,256.344
8394,276.665
8395,283.275
8396,274.044
8397,265.522
8398,249.187
8399,236.525
8400,233.13
8401,233.717
8402,218.233
8403,215.331
8404,207.418
8405,203.562
8406,210.14
8407,239.471
8408,263.241
8409,271.336
8410,273.782
8411,242.579
8412,230.581
8413,195.592
8414,201.448
8415,229.349
8416,244.497
8417,274.313
8418,303.148
8419,289.555
8420,274.464
8421,287.066
8422,276.939
8423,243.373
8424,228.077
8425,256.754
8426,241.39
8427,235.786
8428,238.326
8429,232.645
8430,239.217
8431,246.363
8432,260.169
8433,256.873
8434,247.499
8435,227.321
8436,225.095
8437,202.071
8438,199.953
8439,224.483
8440,246.85
8441,266.161
8442,288.655
8443,284.14
8444,277.699
8445,272.856
8446,272.559
8447,247.412
8448,239.825
8449,248.084
8450,245.368
8451,226.647
8452,212.155
8453,208.951
8454,217.688
8455,233.456
8456,262.911
8457,265.55
8458,267.947
8459,236.502
8460,230.122
8461,213.875
8462,222.676
8463,244.125
8464,249.039
8465,255.744
8466,269.754
8467,259.988
8468,244.216
8469,234.65
8470,227.692
8471,229.004
8472,215.066
8473,216.674
8474,214.358
8475,203.194
8476,204.665
8477,194.242
8478,195.643
8479,221.328
8480,245.155
8481,255.81
8482,246.753
8483,219.758
8484,212.447
8485,192.15
8486,196.145
8487,222.671
8488,239.791
8489,260.446
8490,287.182
8491,286.036
8492,272.76
8493,240.754
8494,225.894
8495,226.181
8496,219.467
8497,230.803
8498,221.499
8499,213.203
8500,201.724
8501,216.9
8502,237.339
8503,258.386
8504,240.545
8505,252.64
8506,258.816
8507,269.976
8508,274.505
8509,251.763
8510,241.855
8511,270.953
8512,270.313
8513,274.331
8514,284.381
8515,285.971
8516,271.049
8517,263.341
8518,262.765
8519,233.385
8520,229.148
8521,236.431
8522,231.041
8523,207.361
8524,205.382
8525,205.187
8526,192.533
8527,207.843
8528,240.77
8529,257.027
8530,259.53
8531,232.962
8532,252.67
8533,228.289
8534,210.669
8535,258.978
8536,258.81
8537,271.55
8538,278.74
8539,272.239
8540,267.007
8541,256.536
8542,256.611
8543,227.495
8544,214.263
8545,227.856
8546,223.098
8547,223.055
8548,213.214
8549,231.149
8550,229.787
8551,244.583
8552,256.181
8553,264.646
8554,271.782
8555,256.969
8556,250.713
8557,237.227
8558,223.719
8559,266.265
8560,253.814
8561,271.797
8562,285.585
8563,276.508
8564,264.648
8565,263.386
8566,244.047
8567,222.832
8568,223.715
8569,232.357
8570,231.467
8571,228.849
8572,228.647
8573,225.474
8574,221.965
8575,246.627
8576,250.457
8577,275.031
8578,269.651
8579,257.46
8580,261.273
8581,255.149
8582,237.536
8583,264.617
8584,268.385
8585,284.69
8586,291.831
8587,302.166
8588,276.985
8589,284.384
8590,273.249
8591,279.53
8592,258.823
8593,266.055
8594,264.943
8595,252.784
8596,255.368
8597,264.214
8598,239.697
8599,251.703
8600,255.987
8601,280.771
8602,285.674
8603,261.172
8604,262.787
8605,236.339
8606,242.405
8607,264.152
8608,276.957
8609,274.083
8610,279.632
8611,280.586
8612,255.925
8613,261.154
8614,252.074
8615,235.911
8616,233.899
8617,240.956
8618,245.729
8619,249.43
8620,256.899
8621,234.915
8622,226.76
8623,240.758
8624,244.397
8625,257.007
8626,260.518
8627,263.062
8628,243.835
8629,218.59
8630,230.217
8631,262.374
8632,276.441
8633,296.35
8634,312.114
8635,311.847
8636,293.057
8637,277.344
8638,270.556
8639,251.479
8640,256.15
8641,253.886
8642,248.957
8643,235.766
8644,232.364
8645,226.633
8646,240.097
8647,260.094
8648,274.465
8649,297.19
8650,293.3
8651,273.976
8652,276.602
8653,287.482
8654,277.333
8655,299.646
8656,293.904
8657,306.884
8658,331.315
8659,319.217
8660,301.595
8661,294.907
8662,278.472
8663,268.975
8664,263.983
8665,271.534
8666,267.606
8667,254.863
8668,247.858
8669,253.793
8670,253.581
8671,267.33
8672,271.81
8673,314.174
8674,274.803
8675,288.256
8676,285.208
8677,255.112
8678,260.568
8679,287.738
8680,275.949
8681,297.748
8682,321.098
8683,329.277
8684,305.773
8685,309.898
8686,291.103
8687,253.176
8688,236.109
8689,240.561
8690,235.839
8691,244.65
8692,245.672
8693,256.259
8694,252.78
8695,261.974
8696,266.34
8697,291.473
8698,300.058
8699,276.298
8700,258.833
8701,234.648
8702,239.654
8703,276.987
8704,268.519
8705,294.856
8706,304.374
8707,307.586
8708,296.878
8709,289.386
8710,291.325
8711,268.527
8712,251.374
8713,254.786
8714,237.014
8715,229.01
8716,230.02
8717,226.176
8718,244.97
8719,242.952
8720,262.517
8721,287.552
8722,274.048
8723,242.677
8724,235.193
8725,211.564
8726,213.633
8727,241.796
8728,265.261
8729,283.738
8730,303.522
8731,319.152
8732,310.323
8733,285.523
8734,275.531
8735,264.875
8736,243.165
8737,252.069
8738,238.038
8739,242.537
8740,232.432
8741,239.109
8742,234.531
8743,253.48
8744,264.646
8745,290.821
8746,285.4
8747,259.489
8748,250.844
8749,229.341
8750,223.539
8751,247.499
8752,257.458
8753,274.675
8754,296.152
8755,308.218
8756,296.232
8757,285.712
8758,277.354
8759,270.06
8760,246.239
8761,247.218
8762,241.364
8763,229.275
8764,229.155
8765,218.149
8766,226.628
8767,236.116
8768,233.568
8769,259.635
8770,251.76
8771,230.313
8772,222.377
8773,214.707
8774,201.813
8775,220.396
8776,232.935
8777,250.375
8778,269.811
8779,283.151
8780,268.169
8781,264.433
8782,251.634
8783,240.954
8784,224.605
8785,225.127
8786,223.511
8787,214.888
8788,215.723
8789,212.66
8790,220.333
8791,240.954
8792,249.777
8793,296.108
8794,306.186
8795,279.599
8796,251.791
8797,228.3
8798,221.567
8799,249.884
8800,274.393
8801,286.928
8802,303.188
8803,314.989
8804,299.486
8805,298.785
8806,285.461
8807,267.531
8808,248.404
8809,272.405
8810,249.006
8811,244.144
8812,237.367
8813,225.509
8814,235.723
8815,256.532
8816,273.785
8817,317.735
8818,314.049
8819,296.455
8820,284.132
8821,257.941
8822,249.183
8823,271.12
8824,278.639
8825,297.634
8826,303.649
8827,313.806
8828,312.433
8829,309.578
8830,281.191
8831,275.461
8832,239.367
8833,252.223
8834,256.462
8835,246.533
8836,235.993
8837,227.775
8838,237.222
8839,248.365
8840,267.735
8841,301.344
8842,321.257
8843,324.171
8844,328.098
8845,288.515
8846,275.329
8847,310.395
8848,296.011
8849,301.508
8850,307.368
8851,312.428
8852,285.278
8853,273.421
8854,263.889
8855,253.029
8856,243.639
8857,251.171
8858,234.216
8859,207.26
8860,237.691
8861,239.058
8862,238.728
8863,260.345
8864,269.423
8865,294.184
8866,282.107
8867,260.006
8868,243.411
8869,212.629
8870,223.271
8871,245.611
8872,272.896
8873,280.907
8874,298.347
8875,307.165
8876,288.86
8877,276.635
8878,271.084
8879,258.888
8880,243.812
8881,260.081
8882,251.612
8883,247.684
8884,240.167
8885,241.128
8886,243.649
8887,264.805
8888,267.449
8889,291.254
8890,289.32
8891,262.785
8892,232.416
8893,207.932
8894,222.12
8895,251.445
8896,261.847
8897,277.458
8898,285.266
8899,298.892
8900,289.329
8901,284.298
8902,274.622
8903,257.707
8904,253.257
8905,262.118
8906,260.367
8907,250.832
8908,248.313
8909,245.42
8910,249.887
8911,276.177
8912,275.003
8913,294.457
8914,314.252
8915,314.241
8916,288.328
8917,270.618
8918,268.077
8919,293.768
8920,297.226
8921,302.304
8922,317.233
8923,309.841
8924,292.421
8925,283.378
8926,274.045
8927,256.08
8928,248.193
8929,256.791
8930,249.669
8931,255.234
8932,257.368
8933,249.849
8934,233.04
8935,263.484
8936,233.251
8937,297.12
8938,316.852
8939,294.567
8940,286.231
8941,291.2
8942,283.688
8943,293.333
8944,300.836
8945,308.791
8946,303.801
8947,314.808
8948,300.963
8949,294.655
8950,277.038
8951,260.745
8952,250.681
8953,261.62
8954,258.234
8955,244.083
8956,237.526
8957,242.507
8958,253.331
8959,272.788
8960,278.933
8961,303.822
8962,323.848
8963,306.27
8964,313.955
8965,285.41
8966,293.14
8967,318.629
8968,307.371
8969,314.526
8970,320.472
8971,325.418
8972,299.811
8973,287.11
8974,283.32
8975,269.475
8976,250.667
8977,252.102
8978,239.834
8979,239
8980,244.488
8981,241.328
8982,241.275
8983,262.155
8984,282.54
8985,308.195
8986,301.91
8987,284.578
8988,263.15
8989,235.375
8990,239.331
8991,256.819
8992,272.995
8993,286.687
8994,300.356
8995,313.652
8996,294.864
8997,283.149
8998,275.221
8999,259.053
9000,247.785
9001,263.348
9002,255.152
9003,247.353
9004,238.163
9005,237.857
9006,251.621
9007,263.754
9008,265.363
9009,303.819
9010,336.773
9011,330.15
9012,326.639
9013,313.341
9014,303.263
9015,326.098
9016,306.023
9017,307.194
9018,308.536
9019,305.404
9020,294.562
9021,288.246
9022,279.108
9023,259.433
9024,241.888
9025,260.538
9026,249.24
9027,238.9
9028,235.087
9029,227.571
9030,235.452
9031,256.562
9032,257.887
9033,296.751
9034,330.779
9035,315.097
9036,316.461
9037,299.237
9038,283.716
9039,289.009
9040,285.432
9041,288.579
9042,302.606
9043,321.249
9044,297.531
9045,277.208
9046,263.683
9047,262.29
9048,244.957
9049,256.539
9050,242.482
9051,246.082
9052,237.834
9053,242.245
9054,236.688
9055,257.946
9056,248.534
9057,301.118
9058,298.988
9059,282.643
9060,272.591
9061,236.224
9062,245.025
9063,258.303
9064,263.394
9065,276.323
9066,283.672
9067,297.77
9068,282.112
9069,271.353
9070,260.863
9071,252.453
9072,239.544
9073,247.956
9074,250.862
9075,246.836
9076,236.777
9077,229.693
9078,234.588
9079,253.379
9080,268.148
9081,300.486
9082,319.714
9083,297.559
9084,265.155
9085,243.31
9086,248.282
9087,261.522
9088,284.091
9089,296.806
9090,300.692
9091,314.682
9092,302.356
9093,287.975
9094,270.552
9095,259.932
9096,234.897
9097,240.568
9098,244.02
9099,255.14
9100,259.888
9101,257.355
9102,265.056
9103,277.908
9104,274.076
9105,302.898
9106,325.276
9107,316.154
9108,299.319
9109,279.477
9110,284.766
9111,305.519
9112,292.27
9113,312.079
9114,327.53
9115,338.63
9116,330.954
9117,301.317
9118,290.213
9119,276.026
9120,251.918
9121,260.094
9122,252.251
9123,242.125
9124,250.801
9125,245.679
9126,244.897
9127,257.798
9128,266.241
9129,301.528
9130,293.89
9131,263.474
9132,240.842
9133,222.495
9134,215.736
9135,245.069
9136,260.903
9137,282.611
9138,304.797
9139,321.2
9140,308.107
9141,306.865
9142,293.226
9143,274.575
9144,243.842
9145,255.364
9146,245.039
9147,242.426
9148,239.159
9149,243.747
9150,242.598
9151,266.274
9152,261.422
9153,297.361
9154,305.813
9155,269.535
9156,250.447
9157,218.307
9158,217.016
9159,241.034
9160,249.868
9161,281.184
9162,305.694
9163,318.623
9164,299.508
9165,304.242
9166,288.847
9167,263.374
9168,240.579
9169,247.91
9170,250.153
9171,244.099
9172,216.911
9173,228.494
9174,247.59
9175,262.21
9176,262.932
9177,283.332
9178,297.823
9179,274.364
9180,260.213
9181,225.231
9182,243.999
9183,276.23
9184,292.297
9185,299.672
9186,303.266
9187,310.184
9188,290.465
9189,286.774
9190,284.545
9191,274.106
9192,258.673
9193,275.079
9194,248.871
9195,228.387
9196,232.5
9197,224.203
9198,230.418
9199,258.893
9200,264.402
9201,292.405
9202,308.197
9203,290.395
9204,287.33
9205,251.146
9206,251.247
9207,267.162
9208,290.123
9209,282.509
9210,289.434
9211,290.779
9212,274.021
9213,271.05
9214,255.218
9215,248.405
9216,235.333
9217,255.125
9218,244.081
9219,243.576
9220,248.082
9221,252.583
9222,243.131
9223,265.879
9224,252.906
9225,279.312
9226,274.996
9227,266.337
9228,233.314
9229,212.06
9230,234.668
9231,243.681
9232,255.48
9233,261.672
9234,279.49
9235,304.503
9236,281.648
9237,289.128
9238,265.521
9239,263.823
9240,237.599
9241,241.154
9242,246.195
9243,231.52
9244,218.109
9245,214.617
9246,217.266
9247,237.361
9248,245.633
9249,275.111
9250,277.353
9251,248.896
9252,227.226
9253,204.325
9254,210.908
9255,228.951
9256,242.05
9257,267.221
9258,282.238
9259,303.063
9260,300.752
9261,283.264
9262,272.902
9263,254.118
9264,232.783
9265,237.2
9266,229.382
9267,225.492
9268,214.68
9269,217.749
9270,228.153
9271,241.165
9272,247.097
9273,280.824
9274,281.173
9275,241.494
9276,222.464
9277,191.734
9278,192.195
9279,227.025
9280,228.248
9281,261.802
9282,279.306
9283,306.573
9284,290.821
9285,280.988
9286,278.402
9287,261.331
9288,231.203
9289,248.081
9290,243.075
9291,223.153
9292,214.714
9293,217.021
9294,225.4
9295,243.31
9296,247.446
9297,268.755
9298,267.679
9299,246.671
9300,227.887
9301,194.077
9302,197.375
9303,215.979
9304,234.772
9305,251.84
9306,273.785
9307,297.309
9308,282.889
9309,281.192
9310,263.682
9311,255.471
9312,236.803
9313,238.014
9314,230.187
9315,227.491
9316,223.984
9317,234.464
9318,240.345
9319,262.942
9320,267.998
9321,286.222
9322,291.129
9323,270.889
9324,259.619
9325,226.393
9326,204.525
9327,230.265
9328,221.795
9329,258.336
9330,279.299
9331,302.533
9332,290.885
9333,270.051
9334,270.433
9335,259.36
9336,230.762
9337,242.443
9338,232.673
9339,214.323
9340,216.474
9341,223.89
9342,221.476
9343,247.841
9344,248.718
9345,251.142
9346,271.949
9347,266.818
9348,264.68
9349,228.958
9350,238.547
9351,253.731
9352,250.964
9353,266.49
9354,276.312
9355,304.716
9356,296.624
9357,274.393
9358,269.98
9359,251.922
9360,220.395
9361,231.13
9362,218.856
9363,217.448
9364,214.253
9365,221.799
9366,222.346
9367,240.179
9368,247.908
9369,269.702
9370,252.259
9371,225.135
9372,209.883
9373,185.93
9374,188.177
9375,208.243
9376,221.517
9377,250.608
9378,268.83
9379,300.237
9380,286.545
9381,277.598
9382,264.342
9383,257.55
9384,244.573
9385,241.335
9386,234.868
9387,234.439
9388,216.067
9389,216.34
9390,218.189
9391,240.923
9392,237.914
9393,263.533
9394,257.051
9395,246.213
9396,235.215
9397,212.6
9398,211.434
9399,217.388
9400,221.042
9401,244.606
9402,258.72
9403,272.131
9404,260.348
9405,257.762
9406,250.915
9407,244.147
9408,223.358
9409,233.486
9410,223.883
9411,230.24
9412,240.918
9413,228.742
9414,233.549
9415,237.794
9416,233.756
9417,258.657
9418,240.54
9419,205.145
9420,200.672
9421,190.704
9422,188.107
9423,198.358
9424,220.637
9425,230.931
9426,237.619
9427,259.24
9428,248.793
9429,247.332
9430,246.66
9431,235.753
9432,208.859
9433,221.448
9434,217.425
9435,214.676
9436,229.493
9437,217.141
9438,233.222
9439,244.749
9440,219.583
9441,234.089
9442,227.374
9443,205.987
9444,209.079
9445,200.115
9446,191.244
9447,220.506
9448,217.871
9449,239.108
9450,257.916
9451,283.161
9452,271.505
9453,252.708
9454,250.577
9455,234.807
9456,230.314
9457,225.111
9458,199.035
9459,205.464
9460,194.214
9461,202.147
9462,197.935
9463,209.424
9464,202.943
9465,231.087
9466,226.141
9467,230.214
9468,225.872
9469,225.803
9470,226.418
9471,244.812
9472,237.239
9473,236.46
9474,242.085
9475,252.933
9476,231.988
9477,229.643
9478,233.096
9479,206.629
9480,210.613
9481,221.353
9482,195.438
9483,205.838
9484,212.778
9485,214.574
9486,213.67
9487,229.432
9488,219.092
9489,241.582
9490,240.046
9491,206.132
9492,184.006
9493,184.614
9494,173.294
9495,172.107
9496,184.906
9497,198.639
9498,220.015
9499,249.852
9500,241.899
9501,235.121
9502,243.467
9503,215.612
9504,192.169
9505,187.943
9506,184.345
9507,177.999
9508,175.76
9509,168.013
9510,155.619
9511,168.168
9512,188.246
9513,205.456
9514,174.079
9515,166.092
9516,152.883
9517,150.963
9518,156.712
9519,165.318
9520,183.398
9521,195.071
9522,213.676
9523,243.937
9524,242.296
9525,236.625
9526,234.074
9527,216.181
9528,203.272
9529,194.809
9530,184.438
9531,183.073
9532,190.177
9533,187.636
9534,186.571
9535,199.121
9536,195.424
9537,199.113
9538,222.152
9539,242.207
9540,238.957
9541,255.381
9542,251.236
9543,248.075
9544,244.696
9545,218.573
9546,222.558
9547,234.552
9548,216.986
9549,218.864
9550,216.345
9551,202.991
9552,162.233
9553,146.083
9554,150.196
9555,146.285
9556,168.5
9557,164.412
9558,164.695
9559,174.219
9560,189.004
9561,197.971
9562,207.636
9563,203.594
9564,205.943
9565,213.47
9566,202.726
9567,194.367
9568,178.808
9569,174.908
9570,186.847
9571,224.444
9572,217.37
9573,220.835
9574,215.607
9575,200.733
9576,178.837
9577,160.17
9578,145.935
9579,137.009
9580,132.388
9581,127.951
9582,143.455
9583,169.269
9584,189.495
9585,207.088
9586,183.862
9587,175.261
9588,168.368
9589,155.625
9590,134.601
9591,134.541
9592,146.232
9593,158.206
9594,180.166
9595,211.777
9596,221.72
9597,217.984
9598,217.636
9599,220.209
9600,212.119
9601,189.992
9602,167.828
9603,161.318
9604,164.015
9605,162.24
9606,163.452
9607,182.257
9608,188.768
9609,171.242
9610,121.097
9611,76.878
9612,99.711
9613,120.39
9614,87.24
9615,85.655
9616,107.433
9617,130.835
9618,172.665
9619,205.812
9620,199.491
9621,200.025
9622,196.269
9623,180.254
9624,146.801
9625,143.185
9626,118.257
9627,113.226
9628,115.119
9629,114.578
9630,119.91
9631,126.319
9632,136.266
9633,161.079
9634,146.731
9635,136.762
9636,135.375
9637,154.303
9638,136.114
9639,130.961
9640,149.239
9641,152.546
9642,178.437
9643,204.138
9644,195.245
9645,190.187
9646,183.414
9647,169.419
9648,147.025
9649,139.259
9650,130.456
9651,124.083
9652,124.799
9653,126.5
9654,128.886
9655,137.261
9656,149.141
9657,178.841
9658,180.197
9659,154.276
9660,129.254
9661,134.37
9662,133.203
9663,132.631
9664,139.66
9665,161.707
9666,187.913
9667,229.359
9668,234.551
9669,225.888
9670,210.974
9671,198.636
9672,163.528
9673,150.737
9674,138.582
9675,131.488
9676,130.815
9677,132.389
9678,132.778
9679,151.198
9680,150.708
9681,180.432
9682,191.919
9683,175.66
9684,133.503
9685,164.213
9686,154.417
9687,170.551
9688,170.169
9689,174.758
9690,196.976
9691,226.339
9692,215.261
9693,208.011
9694,198.173
9695,181.192
9696,158.207
9697,150.427
9698,154.209
9699,145.824
9700,151.169
9701,146.798
9702,151.237
9703,165.176
9704,175.525
9705,201.737
9706,174.524
9707,158.2
9708,135.824
9709,136.707
9710,152.452
9711,161.849
9712,172.306
9713,169.921
9714,186.363
9715,227.557
9716,210.494
9717,207.697
9718,192.029
9719,179.188
9720,157.584
9721,147.586
9722,132.684
9723,135.636
9724,134.42
9725,123.262
9726,136.095
9727,155.279
9728,159.37
9729,199.068
9730,217.772
9731,210.479
9732,212.322
9733,216.244
9734,189.455
9735,171.863
9736,174.833
9737,173.551
9738,200.515
9739,245.832
9740,246.829
9741,251.264
9742,226.215
9743,213.314
9744,190.201
9745,196.213
9746,154.301
9747,146.53
9748,146.802
9749,148.781
9750,164.438
9751,171.701
9752,176.034
9753,194.666
9754,193.595
9755,185.329
9756,179.097
9757,164.258
9758,154.589
9759,163.877
9760,176.162
9761,189.538
9762,213.7
9763,246.47
9764,245.218
9765,252.767
9766,227.173
9767,205.591
9768,190.447
9769,189.479
9770,168.743
9771,165.852
9772,189.254
9773,176.741
9774,167.14
9775,182.305
9776,186.067
9777,228.788
9778,234.231
9779,217.813
9780,201.878
9781,207.639
9782,206.048
9783,227.4
9784,230.569
9785,232.893
9786,242.499
9787,264.728
9788,253.443
9789,240.693
9790,230.025
9791,210.398
9792,197.303
9793,197.904
9794,195.583
9795,185.92
9796,182.535
9797,184.91
9798,184.162
9799,213.635
9800,204.146
9801,238.217
9802,278.513
9803,263.428
9804,283.857
9805,272.771
9806,265.296
9807,282.111
9808,286.131
9809,269.354
9810,266.743
9811,273.897
9812,256.81
9813,246.193
9814,228.79
9815,207.678
9816,200.62
9817,204.994
9818,195.563
9819,186.067
9820,175.68
9821,190.355
9822,190.224
9823,210.508
9824,210.483
9825,249.03
9826,281.613
9827,283.186
9828,281.537
9829,263.999
9830,263.536
9831,285.562
9832,283.964
9833,275.406
9834,274.083
9835,280.609
9836,272.566
9837,272.048
9838,262.842
9839,252.487
9840,246.792
9841,237.791
9842,214.638
9843,229.343
9844,185.443
9845,200.636
9846,210.085
9847,223.053
9848,218.901
9849,265.739
9850,302.305
9851,293.544
9852,275.218
9853,222.886
9854,188.56
9855,207.103
9856,238.887
9857,247.749
9858,254.628
9859,281.967
9860,271.005
9861,273.071
9862,246.431
9863,241.697
9864,225.227
9865,226.173
9866,217.068
9867,209.832
9868,212.702
9869,217.396
9870,213.983
9871,234.704
9872,233.914
9873,241.937
9874,233.344
9875,220.097
9876,213.916
9877,200.274
9878,191.855
9879,202.129
9880,226.329
9881,223.376
9882,262.79
9883,283.334
9884,263.191
9885,253.24
9886,256.581
9887,225.527
9888,216.929
9889,228.76
9890,222.651
9891,208.033
9892,199.647
9893,210.779
9894,190.345
9895,203.568
9896,226.131
9897,252.098
9898,229.676
9899,209.938
9900,181.668
9901,181.213
9902,172.109
9903,204.11
9904,224.27
9905,239.214
9906,248.302
9907,272.145
9908,264.906
9909,259.51
9910,251.058
9911,229.262
9912,214.367
9913,230.273
9914,210.094
9915,211.88
9916,205.911
9917,207.256
9918,209.431
9919,228.282
9920,230.608
9921,271.052
9922,303.359
9923,301.805
9924,292.529
9925,269.759
9926,267.492
9927,286.438
9928,282.956
9929,292.169
9930,289.269
9931,299.241
9932,292.123
9933,278.026
9934,267.283
9935,247.489
9936,234.107
9937,241.132
9938,224.602
9939,225.233
9940,220.331
9941,222.645
9942,218.973
9943,238.245
9944,225.59
9945,271.655
9946,298.614
9947,274.585
9948,264.431
9949,248.799
9950,247.036
9951,273.375
9952,271.316
9953,258.339
9954,255.371
9955,280.012
9956,266.392
9957,267.36
9958,266.149
9959,244.279
9960,226.042
9961,219.064
9962,211.725
9963,200.08
9964,191.565
9965,195.549
9966,196.84
9967,220.471
9968,237.283
9969,268.15
9970,295.226
9971,281.135
9972,256.917
9973,221.572
9974,215.031
9975,240.262
9976,243.217
9977,263.615
9978,263.584
9979,288.426
9980,274.285
9981,260.44
9982,247.556
9983,237.486
9984,215.581
9985,235.349
9986,222.17
9987,221.509
9988,215.9
9989,207.676
9990,211.955
9991,239.061
9992,248.427
9993,259.713
9994,254.583
9995,223.739
9996,210.944
9997,184.124
9998,184.309
9999,211.728
10000,233.799
10001,258.46
10002,270.827
10003,292.921
10004,281.61
10005,274.419
10006,265.512
10007,254.29
10008,228.273
10009,245.744
10010,238.56
10011,230.687
10012,225.575
10013,231.034
10014,231.294
10015,245.293
10016,248.456
10017,267.16
10018,269.831
10019,235.059
10020,234.283
10021,209.759
10022,207.84
10023,222.378
10024,257.554
10025,251.798
10026,250.81
10027,270.265
10028,270.897
10029,264.469
10030,257.311
10031,240.899
10032,226.048
10033,229.923
10034,214.188
10035,194.491
10036,206.112
10037,203.841
10038,201.641
10039,217.254
10040,218.183
10041,227.855
10042,225.5
10043,196.904
10044,203.389
10045,171.649
10046,172.089
10047,187.417
10048,207
10049,228.426
10050,236.019
10051,270.355
10052,270.2
10053,255.918
10054,249.749
10055,236.567
10056,224.201
10057,238.01
10058,225.021
10059,222.221
10060,210.105
10061,212.891
10062,218.374
10063,228.431
10064,214.188
10065,217.279
10066,211.303
10067,190.401
10068,181.223
10069,150.476
10070,146.667
10071,193.076
10072,219.84
10073,227.632
10074,243.678
10075,255.528
10076,259.316
10077,248.17
10078,229.952
10079,223.231
10080,212.622
10081,232.712
10082,222.626
10083,211.795
10084,203.564
10085,197.594
10086,211.999
10087,226.791
10088,229.413
10089,258.637
10090,254.405
10091,237.666
10092,218.724
10093,196.119
10094,185.163
10095,212.396
10096,236.894
10097,249.845
10098,252.57
10099,286.667
10100,308.935
10101,296.27
10102,256.555
10103,243.781
10104,230.576
10105,244.595
10106,232.597
10107,219.252
