时间,负荷值
10108,205.598
10109,217.844
10110,228.133
10111,243.543
10112,234.096
10113,263.088
10114,261.077
10115,246.53
10116,244.695
10117,240.169
10118,246.67
10119,284.844
10120,278.557
10121,276.72
10122,280.441
10123,283.833
10124,278.301
10125,274.139
10126,259.918
10127,240.177
10128,238.758
10129,256.433
10130,235.011
10131,233.238
10132,231.413
10133,227.325
10134,229.632
10135,248.711
10136,222.93
10137,263.579
10138,278.924
10139,264.533
10140,250.315
10141,218.185
10142,206.797
10143,239.697
10144,256.566
10145,255.001
10146,263.09
10147,279.577
10148,271.035
10149,264.467
10150,250.607
10151,238.174
10152,230.901
10153,247.296
10154,230.483
10155,231.532
10156,229.088
10157,227.399
10158,228.314
10159,239.274
10160,243.627
10161,255.427
10162,269.172
10163,261.054
10164,232.697
10165,210.609
10166,196.742
10167,218.028
10168,230.409
10169,238.704
10170,251.029
10171,268.08
10172,272.478
10173,265.293
10174,274.765
10175,247.98
10176,249.218
10177,254.993
10178,234.389
10179,221.791
10180,217.555
10181,212.613
10182,220.692
10183,242.553
10184,234.291
10185,245.559
10186,238.967
10187,225.664
10188,201.973
10189,187.459
10190,196.664
10191,229.442
10192,242.526
10193,243.289
10194,247.818
10195,262.403
10196,278.924
10197,263.614
10198,267.912
10199,251.362
10200,238.577
10201,253.024
10202,232.309
10203,220.369
10204,214.272
10205,211.928
10206,219.238
10207,228.674
10208,226.18
10209,248.265
10210,257.917
10211,250.3
10212,230.072
10213,216.645
10214,212.732
10215,220.923
10216,219.508
10217,233.504
10218,254.81
10219,282.695
10220,275.805
10221,272.072
10222,270.199
10223,258.24
10224,240.492
10225,244.915
10226,230.752
10227,220.703
10228,224.453
10229,220.695
10230,216.85
10231,222.978
10232,228.997
10233,239.444
10234,229.661
10235,232.607
10236,234.308
10237,227.116
10238,217.33
10239,235.124
10240,243.376
10241,238.675
10242,251.28
10243,257.627
10244,269.579
10245,262.984
10246,250.385
10247,250.19
10248,235.607
10249,231.175
10250,230.562
10251,229.439
10252,225.26
10253,218.174
10254,210.324
10255,241.984
10256,235.713
10257,241.297
10258,234.325
10259,221.747
10260,202.729
10261,208.676
10262,183.844
10263,189.94
10264,208.328
10265,225.41
10266,242.497
10267,265.624
10268,279.85
10269,270.878
10270,254.544
10271,244.744
10272,244.502
10273,236.3
10274,238.276
10275,242.949
10276,203.461
10277,210.052
10278,214.805
10279,236.123
10280,241.38
10281,249.733
10282,260.131
10283,224.228
10284,236.833
10285,216.714
10286,200.708
10287,223.443
10288,219.601
10289,238.296
10290,257.615
10291,270.473
10292,273.018
10293,254.151
10294,251.292
10295,242.909
10296,219.2
10297,234.118
10298,229.058
10299,221.643
10300,222.964
10301,221.054
10302,236.027
10303,243.983
10304,247.674
10305,244.954
10306,263.243
10307,261.772
10308,192.714
10309,229.784
10310,223.488
10311,240.426
10312,243.588
10313,258.218
10314,262.62
10315,256.136
10316,287.167
10317,248.647
10318,238.776
10319,215.698
10320,213.111
10321,239.227
10322,218.679
10323,216.968
10324,203.942
10325,213.162
10326,217.001
10327,240.024
10328,246.882
10329,225.042
10330,218.174
10331,197.825
10332,197.075
10333,173.684
10334,164.517
10335,192.315
10336,189.762
10337,214.985
10338,241.725
10339,256.503
10340,279.149
10341,262.558
10342,257.393
10343,239.586
10344,238.236
10345,254.849
10346,253.472
10347,243.427
10348,243.033
10349,227.784
10350,219.36
10351,243.56
10352,245.79
10353,225.529
10354,224.551
10355,205.857
10356,202.785
10357,183.481
10358,184.027
10359,196.004
10360,208.401
10361,220.772
10362,230.2
10363,243.18
10364,273.858
10365,274.909
10366,272.331
10367,253.824
10368,240.183
10369,246.297
10370,243.523
10371,228.695
10372,227.421
10373,230.314
10374,246.045
10375,241.116
10376,246.546
10377,243.61
10378,242.022
10379,248.348
10380,225.626
10381,164.011
10382,171.034
10383,210.309
10384,219.073
10385,229.333
10386,234.686
10387,255.08
10388,288.027
10389,278.079
10390,274.749
10391,245.076
10392,236.441
10393,243.092
10394,230.474
10395,229.777
10396,223.35
10397,217.002
10398,225.541
10399,237.229
10400,242.836
10401,241.518
10402,220.894
10403,198.127
10404,178.389
10405,160.266
10406,149.581
10407,174.678
10408,194.938
10409,218.11
10410,239.665
10411,248.883
10412,283.684
10413,276.714
10414,274.879
10415,247.804
10416,242.416
10417,212.037
10418,225.518
10419,200.163
10420,242.782
10421,237.201
10422,230.608
10423,238.026
10424,242.552
10425,253.038
10426,254.282
10427,245.855
10428,234.168
10429,200.454
10430,183.076
10431,218.729
10432,217.364
10433,216.79
10434,258.739
10435,247.924
10436,256.555
10437,242.246
10438,242.191
10439,240.799
10440,236.141
10441,248.442
10442,247.122
10443,236.26
10444,229.114
10445,241.446
10446,249.877
10447,266.076
10448,234.713
10449,212.561
10450,247.706
10451,244.573
10452,208.779
10453,189.224
10454,189.827
10455,217.531
10456,224.084
10457,222.683
10458,260.743
10459,261.488
10460,283.617
10461,259.477
10462,244.033
10463,240.337
10464,236.155
10465,250.942
10466,254.37
10467,249.98
10468,244.041
10469,214.637
10470,231.109
10471,252.688
10472,245.892
10473,232.128
10474,218.055
10475,220.999
10476,191.491
10477,171.718
10478,177.492
10479,185.432
10480,194.235
10481,213.674
10482,236.083
10483,254.125
10484,271.763
10485,255.697
10486,243.058
10487,236.133
10488,231.783
10489,248.404
10490,255.03
10491,251.018
10492,238.617
10493,233.983
10494,207.418
10495,241.079
10496,242.215
10497,219.56
10498,215.869
10499,220.225
10500,194.817
10501,168.423
10502,165.397
10503,203.463
10504,200.52
10505,211.786
10506,237.107
10507,270.053
10508,292.697
10509,265.459
10510,259.192
10511,246.847
10512,235.431
10513,262.009
10514,269.275
10515,254.112
10516,240.101
10517,244.924
10518,252.689
10519,264.346
10520,246.364
10521,237.098
10522,225.046
10523,225.47
10524,221.054
10525,195.205
10526,186.781
10527,206.628
10528,216.822
10529,213.87
10530,248.726
10531,254.81
10532,274.501
10533,261.67
10534,251.416
10535,242.024
10536,223.508
10537,236.547
10538,233.566
10539,211.937
10540,199.365
10541,193.818
10542,192.436
10543,218.674
10544,226.263
10545,229.098
10546,240.634
10547,221.248
10548,189.388
10549,164.678
10550,166.415
10551,194.329
10552,210.919
10553,220.589
10554,226.769
10555,236.082
10556,224.177
10557,212.81
10558,204.183
10559,228.076
10560,226.787
10561,233.699
10562,231.621
10563,227.633
10564,213.664
10565,215.156
10566,219.658
10567,227.069
10568,227.275
10569,215.09
10570,197.518
10571,175.84
10572,161.066
10573,138.866
10574,134.803
10575,156.507
10576,173.874
10577,208.761
10578,225.55
10579,248.285
10580,263.926
10581,252.145
10582,239.88
10583,228.522
10584,228.02
10585,235.993
10586,235.301
10587,229.078
10588,221.763
10589,233.451
10590,226.347
10591,233.81
10592,242.282
10593,243.792
10594,261.179
10595,247.441
10596,239.941
10597,211.279
10598,204.885
10599,222.501
10600,221.77
10601,233.482
10602,234.977
10603,218.632
10604,249.673
10605,242.608
10606,240.373
10607,234.026
10608,229.805
10609,237.173
10610,235.006
10611,227.227
10612,222.372
10613,224.558
10614,230.482
10615,245.448
10616,249.801
10617,246.101
10618,235.353
10619,221.571
10620,215.913
10621,192.199
10622,187.797
10623,204.286
10624,209.239
10625,219.069
10626,226.334
10627,229.976
10628,249.112
10629,211.099
10630,216.595
10631,218.7
10632,212.018
10633,225.306
10634,227.217
10635,202.582
10636,200.491
10637,185.111
10638,197.612
10639,217.447
10640,234.408
10641,240.772
10642,255.838
10643,258.353
10644,264.627
10645,257.917
10646,239.624
10647,279.264
10648,269.437
10649,257.408
10650,237.593
10651,228.803
10652,241.081
10653,231.116
10654,209.427
10655,211.93
10656,209.311
10657,235.821
10658,221.599
10659,204.499
10660,201.911
10661,214.177
10662,222.008
10663,235.718
10664,235.16
10665,232.439
10666,223.848
10667,215.12
10668,207.605
10669,187.922
10670,189.798
10671,236.225
10672,244.078
10673,220.92
10674,239.621
10675,243.276
10676,259.902
10677,250.053
10678,234.26
10679,229.274
10680,215.362
10681,233.096
10682,231.118
10683,226.035
10684,224.206
10685,214.96
10686,226.088
10687,240.836
10688,232.164
10689,217.792
10690,210.612
10691,191.173
10692,176.704
10693,158.583
10694,152.845
10695,178.628
10696,198.276
10697,218.633
10698,228.978
10699,253.155
10700,282.574
10701,261.965
10702,240.894
10703,222.783
10704,233.229
10705,243.538
10706,242.24
10707,240.23
10708,217.167
10709,216.258
10710,221.938
10711,230.904
10712,250.361
10713,231.002
10714,232.345
10715,221.827
10716,205.961
10717,169.312
10718,155.322
10719,187.856
10720,196.691
10721,213.508
10722,236.698
10723,248.932
10724,273.998
10725,251.981
10726,244.658
10727,236.203
10728,255.036
10729,258.074
10730,233.589
10731,225.25
10732,219.002
10733,217.566
10734,214.766
10735,228.898
10736,235.858
10737,227.144
10738,215.772
10739,192.438
10740,165.685
10741,175.01
10742,165.773
10743,197.343
10744,213.547
10745,222.243
10746,234.252
10747,243.024
10748,245.126
10749,213.423
10750,219.172
10751,218.96
10752,222.462
10753,224.735
10754,217.549
10755,213.341
10756,211.906
10757,190.517
10758,200.391
10759,240.16
10760,229.201
10761,216.376
10762,200.202
10763,188.338
10764,187.945
10765,168.142
10766,154.573
10767,185.842
10768,218.427
10769,229.227
10770,243.917
10771,257.768
10772,265.577
10773,249.428
10774,233.91
10775,222.25
10776,219.216
10777,223.796
10778,219.071
10779,198.791
10780,206.547
10781,200.464
10782,221.629
10783,247.23
10784,268.194
10785,256.317
10786,241.377
10787,232.155
10788,223.484
10789,192.521
10790,177.307
10791,223.22
10792,215.879
10793,232.902
10794,251.94
10795,252.014
10796,275.912
10797,244.515
10798,239.32
10799,228.616
10800,219.299
10801,230.55
10802,221.715
10803,217.464
10804,215.507
10805,211.456
10806,212.194
10807,239.513
10808,248.532
10809,235.329
10810,245.159
10811,198.888
10812,220.456
10813,214.237
10814,220.322
10815,241.616
10816,237.982
10817,244.198
10818,242.046
10819,238.362
10820,251.919
10821,256.481
10822,245.217
10823,224.895
10824,210.055
10825,206.294
10826,196.177
10827,187.019
10828,185.234
10829,189.258
10830,187.742
10831,232.096
10832,227.225
10833,251.201
10834,239.054
10835,236.406
10836,229.859
10837,203.41
10838,181.51
10839,217.465
10840,252.288
10841,261.247
10842,266.905
10843,280.905
10844,282.449
10845,266.354
10846,247.469
10847,229.095
10848,229.457
10849,230.786
10850,224.315
10851,217.529
10852,211.195
10853,222.001
10854,213.272
10855,249.075
10856,242.833
10857,251.754
10858,259.759
10859,231.223
10860,237.52
10861,245.231
10862,228.119
10863,268.427
10864,287.512
10865,276.96
10866,263.694
10867,263.462
10868,278.744
10869,260.689
10870,255.359
10871,236.057
10872,228.453
10873,236.657
10874,234.952
10875,228.318
10876,216.896
10877,196.293
10878,209.625
10879,246.391
10880,238.538
10881,236.027
10882,239.319
10883,214.735
10884,220.542
10885,201.126
10886,188.469
10887,209.494
10888,218.315
10889,231.682
10890,244.654
10891,265.497
10892,313.438
10893,273.038
10894,247.35
10895,235.626
10896,226.686
10897,234.53
10898,220.82
10899,213.134
10900,202.128
10901,205.858
10902,212.922
10903,231.822
10904,218.433
10905,213.204
10906,194.31
10907,176.886
10908,167.434
10909,149.349
10910,141.458
10911,178.546
10912,195.306
10913,227.199
10914,246.243
10915,265.268
10916,278.222
10917,257.525
10918,244.794
10919,241.412
10920,209.285
10921,236.871
10922,229.966
10923,200.812
10924,199.776
10925,200.405
10926,208.515
10927,256.727
10928,246.845
10929,245.314
10930,242.122
10931,225.01
10932,223.778
10933,183.47
10934,179.064
10935,212.699
10936,236.028
10937,234.777
10938,256.854
10939,261.637
10940,276.148
10941,259.13
10942,248.515
10943,221.672
10944,218.878
10945,219.968
10946,225.421
10947,200.477
10948,206.407
10949,215.599
10950,227.959
10951,271.359
10952,264.206
10953,254.947
10954,261
10955,225.879
10956,230.151
10957,215.61
10958,190.567
10959,228.649
10960,242.559
10961,240.476
10962,268.751
10963,263.421
10964,288.159
10965,271.871
10966,258.826
10967,240.321
10968,231.314
10969,231.13
10970,229.982
10971,219.702
10972,212.305
10973,210.361
10974,208.166
10975,263.423
10976,252.923
10977,229.704
10978,224.149
10979,203.018
10980,191.369
10981,173.617
10982,170.984
10983,209.426
10984,222.219
10985,245.602
10986,275.447
10987,279.81
10988,283.762
10989,269.813
10990,269.579
10991,236.92
10992,223.594
10993,243.579
10994,237.421
10995,249.263
10996,224.853
10997,218.685
10998,224.1
10999,267.464
11000,274.819
11001,257.787
11002,258.101
11003,249.286
11004,241.614
11005,211.814
11006,205.171
11007,225.138
11008,246.756
11009,247.338
11010,239.069
11011,249.684
11012,263.439
11013,248.119
11014,244.211
11015,233.617
11016,210.182
11017,221.933
11018,169.67
11019,155.82
11020,160.537
11021,175.288
11022,185.177
11023,188.564
11024,225.567
11025,196.463
11026,164.221
11027,147.062
11028,146.858
11029,144.433
11030,130.498
11031,145.603
11032,153.499
11033,172.391
11034,208.601
11035,221.568
11036,241.072
11037,223.272
11038,206.411
11039,162.206
11040,140.421
11041,153.911
11042,163.425
11043,175.554
11044,183.877
11045,190.818
11046,175.56
11047,200.135
11048,205.807
11049,218.351
11050,217.052
11051,204.661
11052,187.816
11053,180.634
11054,181.323
11055,193.822
11056,212.748
11057,212.603
11058,224.793
11059,232.265
11060,238.017
11061,215.262
11062,209.823
11063,203.814
11064,193.369
11065,201.811
11066,197.339
11067,174.028
11068,182.506
11069,166.46
11070,183.709
11071,238.784
11072,244.281
11073,262.789
11074,256.524
11075,244.976
11076,211.611
11077,181.284
11078,174.336
11079,201.053
11080,211.514
11081,227.202
11082,241.252
11083,276.613
11084,283.616
11085,263.579
11086,256.837
11087,220.311
11088,225.68
11089,209.797
11090,195.775
11091,211.451
11092,189.606
11093,203.534
11094,205.656
11095,258.248
11096,246.769
11097,254.315
11098,233.721
11099,234.403
11100,227.156
11101,227.878
11102,198.238
11103,273.587
11104,264.721
11105,271.475
11106,273.208
11107,261.956
11108,262.36
11109,251.139
11110,245.708
11111,251.857
11112,197.001
11113,254.098
11114,220.521
11115,213.246
11116,203.345
11117,207.874
11118,203.755
11119,229.284
11120,228.165
11121,232.688
11122,248.705
11123,258.496
11124,271.868
11125,251.677
11126,252.475
11127,265.562
11128,257.427
11129,265.68
11130,269.497
11131,261.956
11132,259.453
11133,250.473
11134,243.425
11135,215.111
11136,225.7
11137,223.293
11138,225.241
11139,217.206
11140,226.828
11141,211.35
11142,221.322
11143,251.417
11144,225.607
11145,216.175
11146,193.236
11147,184.41
11148,173.304
11149,150.08
11150,171.838
11151,181.903
11152,205.872
11153,227.943
11154,245.833
11155,251.08
11156,272.825
11157,264.856
11158,248.425
11159,228.767
11160,224.463
11161,240.207
11162,221.699
11163,212.09
11164,206.491
11165,212.379
11166,217.908
11167,258.133
11168,241.971
11169,220.467
11170,232.753
11171,222.617
11172,230.975
11173,237.915
11174,230.896
11175,267.272
11176,261.047
11177,266.845
11178,258.661
11179,274.065
11180,285.345
11181,267.395
11182,253.222
11183,235.655
11184,223.112
11185,236.501
11186,232.934
11187,222.968
11188,216.734
11189,211.904
11190,223.757
11191,255.084
11192,238.556
11193,223.807
11194,204.241
11195,197.14
11196,191.519
11197,174.177
11198,201.892
11199,227.899
11200,231.804
11201,237.845
11202,240.37
11203,255.908
11204,284.222
11205,277.542
11206,273.274
11207,264.66
11208,246.574
11209,229.511
11210,229.43
11211,216.028
11212,214.181
11213,213.114
11214,220.823
11215,250.77
11216,248.811
11217,271.325
11218,245.491
11219,207.341
11220,208.83
11221,194.38
11222,194.936
11223,212.799
11224,227
11225,235.82
11226,225.981
11227,257.828
11228,280.305
11229,263.942
11230,244.962
11231,194.033
11232,195.02
11233,221.605
11234,212.141
11235,210.821
11236,183.028
11237,189.749
11238,205.112
11239,246.564
11240,214.459
11241,198.746
11242,192.504
11243,183.765
11244,167.799
11245,163.463
11246,153.016
11247,169.709
11248,174.66
11249,196.17
11250,227.411
11251,233.812
11252,262.518
11253,248.64
11254,242.158
11255,224.376
11256,213.686
11257,227.662
11258,222.04
